,Sequence Title,Query Title,Pident,Bitscore,Subject Sequence Length,e-value,Query Sequence Length,Start of Alignment in Subject,End of Alignment in Query,Start of Alignment in Query,End of Alignment in Query,mobileOG ID,Gene Name,Best Hit Accession ID,Major mobileOG Category,Minor mobileOG Category,Source Database,Evidence Type,Contig/ORF Name,ORF_Start_Stop_Strands,ORF_Start,ORF_End,Sense or Antisense Strand,Prodigal ID,Prodigal Designated Contigs,Unique_ORF,Partial Tag,Start Codon,RBS Motif,RBS Spacer,GC Content,Specific Contig,Final Sample Name
80,mobileOG_000739725|NA:Keyword|WP_149216912.1|transfer|NA|Plasmid RefSeq|Keyword Search,NODE_13_length_130203_cov_20.572776_79 # 92828 # 93376 # 1 # ID=13_79;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.352,93.9,337,306,3.38e-117,183,1,181,2,182,mobileOG_000739725,NA:Keyword,WP_149216912.1,transfer,NA,Plasmid RefSeq,Keyword Search,NODE_13_length_130203_cov_20.572776_79, 92828 # 93376 # 1 , 92828,93376,1 ,13_79,13,79,00,GTG,GGAG/GAGG,5-10bp,0.352,NODE_13_length_130203_cov_20.572776,mobileOG_000739725_NODE_13_length_130203_cov_20.572776
81,mobileOG_000742228|NA:Keyword|WP_000912164.1|transfer|NA|Plasmid RefSeq|Keyword Search,NODE_13_length_130203_cov_20.572776_79 # 92828 # 93376 # 1 # ID=13_79;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.352,94.5,337,306,4.80e-117,183,1,182,1,182,mobileOG_000742228,NA:Keyword,WP_000912164.1,transfer,NA,Plasmid RefSeq,Keyword Search,NODE_13_length_130203_cov_20.572776_79, 92828 # 93376 # 1 , 92828,93376,1 ,13_79,13,79,00,GTG,GGAG/GAGG,5-10bp,0.352,NODE_13_length_130203_cov_20.572776,mobileOG_000742228_NODE_13_length_130203_cov_20.572776
82,mobileOG_000730163|NA:Keyword|A0A243CW17|transfer|NA|Plasmid RefSeq|Keyword Search,NODE_13_length_130203_cov_20.572776_79 # 92828 # 93376 # 1 # ID=13_79;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.352,91.8,329,325,1.00e-113,183,20,201,1,182,mobileOG_000730163,NA:Keyword,A0A243CW17,transfer,NA,Plasmid RefSeq,Keyword Search,NODE_13_length_130203_cov_20.572776_79, 92828 # 93376 # 1 , 92828,93376,1 ,13_79,13,79,00,GTG,GGAG/GAGG,5-10bp,0.352,NODE_13_length_130203_cov_20.572776,mobileOG_000730163_NODE_13_length_130203_cov_20.572776
83,mobileOG_000745128|NA:Keyword|WP_000876424.1|transfer|NA|Plasmid RefSeq|Keyword Search,NODE_13_length_130203_cov_20.572776_79 # 92828 # 93376 # 1 # ID=13_79;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.352,91.7,328,305,1.03e-113,183,1,181,2,182,mobileOG_000745128,NA:Keyword,WP_000876424.1,transfer,NA,Plasmid RefSeq,Keyword Search,NODE_13_length_130203_cov_20.572776_79, 92828 # 93376 # 1 , 92828,93376,1 ,13_79,13,79,00,GTG,GGAG/GAGG,5-10bp,0.352,NODE_13_length_130203_cov_20.572776,mobileOG_000745128_NODE_13_length_130203_cov_20.572776
84,mobileOG_000745140|NA:Keyword|WP_065705682.1|transfer|NA|Multiple|Keyword Search,NODE_13_length_130203_cov_20.572776_79 # 92828 # 93376 # 1 # ID=13_79;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.352,91.8,329,316,1.05e-113,183,11,192,1,182,mobileOG_000745140,NA:Keyword,WP_065705682.1,transfer,NA,Multiple,Keyword Search,NODE_13_length_130203_cov_20.572776_79, 92828 # 93376 # 1 , 92828,93376,1 ,13_79,13,79,00,GTG,GGAG/GAGG,5-10bp,0.352,NODE_13_length_130203_cov_20.572776,mobileOG_000745140_NODE_13_length_130203_cov_20.572776
85,mobileOG_000742170|NA:Keyword|WP_060852601.1|transfer|NA|Plasmid RefSeq|Keyword Search,NODE_13_length_130203_cov_20.572776_79 # 92828 # 93376 # 1 # ID=13_79;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.352,90.7,325,306,2.49e-112,183,1,182,1,182,mobileOG_000742170,NA:Keyword,WP_060852601.1,transfer,NA,Plasmid RefSeq,Keyword Search,NODE_13_length_130203_cov_20.572776_79, 92828 # 93376 # 1 , 92828,93376,1 ,13_79,13,79,00,GTG,GGAG/GAGG,5-10bp,0.352,NODE_13_length_130203_cov_20.572776,mobileOG_000742170_NODE_13_length_130203_cov_20.572776
86,mobileOG_000742228|NA:Keyword|WP_000912164.1|transfer|NA|Plasmid RefSeq|Keyword Search,NODE_13_length_130203_cov_20.572776_80 # 93545 # 93748 # 1 # ID=13_80;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.333,95.5,121,306,2.00e-34,68,240,306,1,67,mobileOG_000742228,NA:Keyword,WP_000912164.1,transfer,NA,Plasmid RefSeq,Keyword Search,NODE_13_length_130203_cov_20.572776_80, 93545 # 93748 # 1 , 93545,93748,1 ,13_80,13,80,00,ATG,None,None,0.333,NODE_13_length_130203_cov_20.572776,mobileOG_000742228_NODE_13_length_130203_cov_20.572776
87,mobileOG_000745140|NA:Keyword|WP_065705682.1|transfer|NA|Multiple|Keyword Search,NODE_13_length_130203_cov_20.572776_80 # 93545 # 93748 # 1 # ID=13_80;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.333,91.0,117,316,1.04e-32,68,250,316,1,67,mobileOG_000745140,NA:Keyword,WP_065705682.1,transfer,NA,Multiple,Keyword Search,NODE_13_length_130203_cov_20.572776_80, 93545 # 93748 # 1 , 93545,93748,1 ,13_80,13,80,00,ATG,None,None,0.333,NODE_13_length_130203_cov_20.572776,mobileOG_000745140_NODE_13_length_130203_cov_20.572776
88,"mobileOG_000377246|mobC|WP_065230032.1|transfer|conjugation,relaxosome|Plasmid RefSeq|Homology",NODE_13_length_130203_cov_20.572776_82 # 95580 # 96182 # -1 # ID=13_82;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.325,99.5,402,202,3.29e-144,201,3,202,1,200,mobileOG_000377246,mobC,WP_065230032.1,transfer,"conjugation,relaxosome",Plasmid RefSeq,Homology,NODE_13_length_130203_cov_20.572776_82, 95580 # 96182 # -1 , 95580,96182,-1 ,13_82,13,82,00,GTG,AGGAG,5-10bp,0.325,NODE_13_length_130203_cov_20.572776,mobileOG_000377246_NODE_13_length_130203_cov_20.572776
89,"mobileOG_000376510|mobC|WP_001987928.1|transfer|conjugation,relaxosome|Plasmid RefSeq|Homology",NODE_13_length_130203_cov_20.572776_82 # 95580 # 96182 # -1 # ID=13_82;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.325,99.0,401,202,1.34e-143,201,3,202,1,200,mobileOG_000376510,mobC,WP_001987928.1,transfer,"conjugation,relaxosome",Plasmid RefSeq,Homology,NODE_13_length_130203_cov_20.572776_82, 95580 # 96182 # -1 , 95580,96182,-1 ,13_82,13,82,00,GTG,AGGAG,5-10bp,0.325,NODE_13_length_130203_cov_20.572776,mobileOG_000376510_NODE_13_length_130203_cov_20.572776
90,"mobileOG_000377486|mobC|A0A2B1GMF5|transfer|conjugation,relaxosome|Plasmid RefSeq|Homology",NODE_13_length_130203_cov_20.572776_82 # 95580 # 96182 # -1 # ID=13_82;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.325,99.0,400,202,2.71e-143,201,3,202,1,200,mobileOG_000377486,mobC,A0A2B1GMF5,transfer,"conjugation,relaxosome",Plasmid RefSeq,Homology,NODE_13_length_130203_cov_20.572776_82, 95580 # 96182 # -1 , 95580,96182,-1 ,13_82,13,82,00,GTG,AGGAG,5-10bp,0.325,NODE_13_length_130203_cov_20.572776,mobileOG_000377486_NODE_13_length_130203_cov_20.572776
91,"mobileOG_000060731|mobC|J8K0K9|transfer|conjugation,relaxosome|COMPASS|Homology",NODE_13_length_130203_cov_20.572776_82 # 95580 # 96182 # -1 # ID=13_82;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.325,98.5,400,200,3.58e-143,201,1,200,1,200,mobileOG_000060731,mobC,J8K0K9,transfer,"conjugation,relaxosome",COMPASS,Homology,NODE_13_length_130203_cov_20.572776_82, 95580 # 96182 # -1 , 95580,96182,-1 ,13_82,13,82,00,GTG,AGGAG,5-10bp,0.325,NODE_13_length_130203_cov_20.572776,mobileOG_000060731_NODE_13_length_130203_cov_20.572776
92,"mobileOG_000066883|mobC|R8JUG6|transfer|conjugation,relaxosome|COMPASS|Homology",NODE_13_length_130203_cov_20.572776_82 # 95580 # 96182 # -1 # ID=13_82;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.325,99.0,399,200,5.09e-143,201,1,200,1,200,mobileOG_000066883,mobC,R8JUG6,transfer,"conjugation,relaxosome",COMPASS,Homology,NODE_13_length_130203_cov_20.572776_82, 95580 # 96182 # -1 , 95580,96182,-1 ,13_82,13,82,00,GTG,AGGAG,5-10bp,0.325,NODE_13_length_130203_cov_20.572776,mobileOG_000066883_NODE_13_length_130203_cov_20.572776
93,"mobileOG_000377505|mobC|WP_033666950.1|transfer|conjugation,relaxosome|Plasmid RefSeq|Homology",NODE_13_length_130203_cov_20.572776_82 # 95580 # 96182 # -1 # ID=13_82;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.325,98.0,398,202,1.57e-142,201,3,202,1,200,mobileOG_000377505,mobC,WP_033666950.1,transfer,"conjugation,relaxosome",Plasmid RefSeq,Homology,NODE_13_length_130203_cov_20.572776_82, 95580 # 96182 # -1 , 95580,96182,-1 ,13_82,13,82,00,GTG,AGGAG,5-10bp,0.325,NODE_13_length_130203_cov_20.572776,mobileOG_000377505_NODE_13_length_130203_cov_20.572776
94,"mobileOG_000063157|mobC|A0A023PFB0|transfer|conjugation,relaxosome|COMPASS|Homology",NODE_13_length_130203_cov_20.572776_82 # 95580 # 96182 # -1 # ID=13_82;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.325,98.5,398,200,2.07e-142,201,1,200,1,200,mobileOG_000063157,mobC,A0A023PFB0,transfer,"conjugation,relaxosome",COMPASS,Homology,NODE_13_length_130203_cov_20.572776_82, 95580 # 96182 # -1 , 95580,96182,-1 ,13_82,13,82,00,GTG,AGGAG,5-10bp,0.325,NODE_13_length_130203_cov_20.572776,mobileOG_000063157_NODE_13_length_130203_cov_20.572776
95,"mobileOG_000377506|mobC|WP_033690372.1|transfer|conjugation,relaxosome|Plasmid RefSeq|Homology",NODE_13_length_130203_cov_20.572776_82 # 95580 # 96182 # -1 # ID=13_82;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.325,98.5,398,202,2.23e-142,201,3,202,1,200,mobileOG_000377506,mobC,WP_033690372.1,transfer,"conjugation,relaxosome",Plasmid RefSeq,Homology,NODE_13_length_130203_cov_20.572776_82, 95580 # 96182 # -1 , 95580,96182,-1 ,13_82,13,82,00,GTG,AGGAG,5-10bp,0.325,NODE_13_length_130203_cov_20.572776,mobileOG_000377506_NODE_13_length_130203_cov_20.572776
96,"mobileOG_000377121|mobC|WP_044585267.1|transfer|conjugation,relaxosome|Plasmid RefSeq|Homology",NODE_13_length_130203_cov_20.572776_82 # 95580 # 96182 # -1 # ID=13_82;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.325,98.0,396,202,9.06e-142,201,3,202,1,200,mobileOG_000377121,mobC,WP_044585267.1,transfer,"conjugation,relaxosome",Plasmid RefSeq,Homology,NODE_13_length_130203_cov_20.572776_82, 95580 # 96182 # -1 , 95580,96182,-1 ,13_82,13,82,00,GTG,AGGAG,5-10bp,0.325,NODE_13_length_130203_cov_20.572776,mobileOG_000377121_NODE_13_length_130203_cov_20.572776
97,"mobileOG_000282500|mobC|WP_033666950.1|transfer|conjugation,relaxosome|Plasmid RefSeq|Homology",NODE_13_length_130203_cov_20.572776_82 # 95580 # 96182 # -1 # ID=13_82;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.325,95.5,387,202,4.14e-138,201,3,202,1,200,mobileOG_000282500,mobC,WP_033666950.1,transfer,"conjugation,relaxosome",Plasmid RefSeq,Homology,NODE_13_length_130203_cov_20.572776_82, 95580 # 96182 # -1 , 95580,96182,-1 ,13_82,13,82,00,GTG,AGGAG,5-10bp,0.325,NODE_13_length_130203_cov_20.572776,mobileOG_000282500_NODE_13_length_130203_cov_20.572776
98,"mobileOG_000377584|mobC|WP_042884146.1|transfer|conjugation,relaxosome|Plasmid RefSeq|Homology",NODE_13_length_130203_cov_20.572776_82 # 95580 # 96182 # -1 # ID=13_82;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.325,91.0,374,202,4.45e-133,201,3,202,1,200,mobileOG_000377584,mobC,WP_042884146.1,transfer,"conjugation,relaxosome",Plasmid RefSeq,Homology,NODE_13_length_130203_cov_20.572776_82, 95580 # 96182 # -1 , 95580,96182,-1 ,13_82,13,82,00,GTG,AGGAG,5-10bp,0.325,NODE_13_length_130203_cov_20.572776,mobileOG_000377584_NODE_13_length_130203_cov_20.572776
99,"mobileOG_000065914|mobC|WP_063538686.1|transfer|conjugation,relaxosome|COMPASS|Homology",NODE_13_length_130203_cov_20.572776_82 # 95580 # 96182 # -1 # ID=13_82;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.325,90.5,372,200,3.40e-132,201,1,200,1,200,mobileOG_000065914,mobC,WP_063538686.1,transfer,"conjugation,relaxosome",COMPASS,Homology,NODE_13_length_130203_cov_20.572776_82, 95580 # 96182 # -1 , 95580,96182,-1 ,13_82,13,82,00,GTG,AGGAG,5-10bp,0.325,NODE_13_length_130203_cov_20.572776,mobileOG_000065914_NODE_13_length_130203_cov_20.572776
100,"mobileOG_000377213|mobC|WP_063538686.1|transfer|conjugation,relaxosome|Plasmid RefSeq|Homology",NODE_13_length_130203_cov_20.572776_82 # 95580 # 96182 # -1 # ID=13_82;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.325,90.0,370,202,1.49e-131,201,3,202,1,200,mobileOG_000377213,mobC,WP_063538686.1,transfer,"conjugation,relaxosome",Plasmid RefSeq,Homology,NODE_13_length_130203_cov_20.572776_82, 95580 # 96182 # -1 , 95580,96182,-1 ,13_82,13,82,00,GTG,AGGAG,5-10bp,0.325,NODE_13_length_130203_cov_20.572776,mobileOG_000377213_NODE_13_length_130203_cov_20.572776
101,"mobileOG_000070243|mobC|WP_003303862.1|transfer|conjugation,relaxosome|COMPASS|Homology",NODE_13_length_130203_cov_20.572776_82 # 95580 # 96182 # -1 # ID=13_82;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.325,90.0,370,200,1.97e-131,201,1,200,1,200,mobileOG_000070243,mobC,WP_003303862.1,transfer,"conjugation,relaxosome",COMPASS,Homology,NODE_13_length_130203_cov_20.572776_82, 95580 # 96182 # -1 , 95580,96182,-1 ,13_82,13,82,00,GTG,AGGAG,5-10bp,0.325,NODE_13_length_130203_cov_20.572776,mobileOG_000070243_NODE_13_length_130203_cov_20.572776
102,mobileOG_000744075|NA:Keyword|WP_000369035.1|integration/excision|NA|Plasmid RefSeq|Keyword Search,NODE_13_length_130203_cov_20.572776_86 # 99298 # 100470 # -1 # ID=13_86;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.339,99.7,776,390,1.02e-285,391,1,390,1,390,mobileOG_000744075,NA:Keyword,WP_000369035.1,integration/excision,NA,Plasmid RefSeq,Keyword Search,NODE_13_length_130203_cov_20.572776_86, 99298 # 100470 # -1 , 99298,100470,-1 ,13_86,13,86,00,ATG,AGGA/GGAG/GAGG,11-12bp,0.339,NODE_13_length_130203_cov_20.572776,mobileOG_000744075_NODE_13_length_130203_cov_20.572776
103,mobileOG_000744211|NA:Keyword|A0A243D487|integration/excision|NA|Plasmid RefSeq|Keyword Search,NODE_13_length_130203_cov_20.572776_86 # 99298 # 100470 # -1 # ID=13_86;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.339,96.9,756,390,8.62e-278,391,1,390,1,390,mobileOG_000744211,NA:Keyword,A0A243D487,integration/excision,NA,Plasmid RefSeq,Keyword Search,NODE_13_length_130203_cov_20.572776_86, 99298 # 100470 # -1 , 99298,100470,-1 ,13_86,13,86,00,ATG,AGGA/GGAG/GAGG,11-12bp,0.339,NODE_13_length_130203_cov_20.572776,mobileOG_000744211_NODE_13_length_130203_cov_20.572776
104,mobileOG_000745414|NA:Keyword|WP_065705597.1|integration/excision|NA|Multiple|Keyword Search,NODE_13_length_130203_cov_20.572776_86 # 99298 # 100470 # -1 # ID=13_86;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.339,95.9,751,390,1.17e-275,391,1,390,1,390,mobileOG_000745414,NA:Keyword,WP_065705597.1,integration/excision,NA,Multiple,Keyword Search,NODE_13_length_130203_cov_20.572776_86, 99298 # 100470 # -1 , 99298,100470,-1 ,13_86,13,86,00,ATG,AGGA/GGAG/GAGG,11-12bp,0.339,NODE_13_length_130203_cov_20.572776,mobileOG_000745414_NODE_13_length_130203_cov_20.572776
105,mobileOG_000743886|NA:Keyword|WP_001035904.1|integration/excision|NA|Multiple|Keyword Search,NODE_13_length_130203_cov_20.572776_86 # 99298 # 100470 # -1 # ID=13_86;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.339,93.1,738,390,8.84e-271,391,1,390,1,390,mobileOG_000743886,NA:Keyword,WP_001035904.1,integration/excision,NA,Multiple,Keyword Search,NODE_13_length_130203_cov_20.572776_86, 99298 # 100470 # -1 , 99298,100470,-1 ,13_86,13,86,00,ATG,AGGA/GGAG/GAGG,11-12bp,0.339,NODE_13_length_130203_cov_20.572776,mobileOG_000743886_NODE_13_length_130203_cov_20.572776
106,mobileOG_000744031|NA:Keyword|WP_079246611.1|integration/excision|NA|Multiple|Keyword Search,NODE_13_length_130203_cov_20.572776_86 # 99298 # 100470 # -1 # ID=13_86;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.339,94.6,738,390,1.78e-270,391,1,390,1,390,mobileOG_000744031,NA:Keyword,WP_079246611.1,integration/excision,NA,Multiple,Keyword Search,NODE_13_length_130203_cov_20.572776_86, 99298 # 100470 # -1 , 99298,100470,-1 ,13_86,13,86,00,ATG,AGGA/GGAG/GAGG,11-12bp,0.339,NODE_13_length_130203_cov_20.572776,mobileOG_000744031_NODE_13_length_130203_cov_20.572776
107,mobileOG_000413505|NA:Keyword|WP_001035905.1|integration/excision|NA|Multiple|Keyword Search,NODE_13_length_130203_cov_20.572776_86 # 99298 # 100470 # -1 # ID=13_86;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.339,93.3,737,390,2.53e-270,391,1,390,1,390,mobileOG_000413505,NA:Keyword,WP_001035905.1,integration/excision,NA,Multiple,Keyword Search,NODE_13_length_130203_cov_20.572776_86, 99298 # 100470 # -1 , 99298,100470,-1 ,13_86,13,86,00,ATG,AGGA/GGAG/GAGG,11-12bp,0.339,NODE_13_length_130203_cov_20.572776,mobileOG_000413505_NODE_13_length_130203_cov_20.572776
108,mobileOG_000751793|NA:Keyword|WP_044585265.1|integration/excision|NA|Multiple|Keyword Search,NODE_13_length_130203_cov_20.572776_86 # 99298 # 100470 # -1 # ID=13_86;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.339,92.8,735,390,2.08e-269,391,1,390,1,390,mobileOG_000751793,NA:Keyword,WP_044585265.1,integration/excision,NA,Multiple,Keyword Search,NODE_13_length_130203_cov_20.572776_86, 99298 # 100470 # -1 , 99298,100470,-1 ,13_86,13,86,00,ATG,AGGA/GGAG/GAGG,11-12bp,0.339,NODE_13_length_130203_cov_20.572776,mobileOG_000751793_NODE_13_length_130203_cov_20.572776
109,mobileOG_000411967|NA:Keyword|WP_063549406.1|integration/excision|NA|COMPASS|Keyword Search,NODE_13_length_130203_cov_20.572776_86 # 99298 # 100470 # -1 # ID=13_86;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.339,93.1,734,390,4.19e-269,391,1,390,1,390,mobileOG_000411967,NA:Keyword,WP_063549406.1,integration/excision,NA,COMPASS,Keyword Search,NODE_13_length_130203_cov_20.572776_86, 99298 # 100470 # -1 , 99298,100470,-1 ,13_86,13,86,00,ATG,AGGA/GGAG/GAGG,11-12bp,0.339,NODE_13_length_130203_cov_20.572776,mobileOG_000411967_NODE_13_length_130203_cov_20.572776
110,mobileOG_000751940|NA:Keyword|WP_050845091.1|integration/excision|NA|Multiple|Keyword Search,NODE_13_length_130203_cov_20.572776_86 # 99298 # 100470 # -1 # ID=13_86;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.339,93.1,734,390,5.96e-269,391,1,390,1,390,mobileOG_000751940,NA:Keyword,WP_050845091.1,integration/excision,NA,Multiple,Keyword Search,NODE_13_length_130203_cov_20.572776_86, 99298 # 100470 # -1 , 99298,100470,-1 ,13_86,13,86,00,ATG,AGGA/GGAG/GAGG,11-12bp,0.339,NODE_13_length_130203_cov_20.572776,mobileOG_000751940_NODE_13_length_130203_cov_20.572776
111,mobileOG_000743986|NA:Keyword|WP_002144062.1|integration/excision|NA|Multiple|Keyword Search,NODE_13_length_130203_cov_20.572776_86 # 99298 # 100470 # -1 # ID=13_86;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.339,92.1,728,390,1.63e-266,391,1,390,1,390,mobileOG_000743986,NA:Keyword,WP_002144062.1,integration/excision,NA,Multiple,Keyword Search,NODE_13_length_130203_cov_20.572776_86, 99298 # 100470 # -1 , 99298,100470,-1 ,13_86,13,86,00,ATG,AGGA/GGAG/GAGG,11-12bp,0.339,NODE_13_length_130203_cov_20.572776,mobileOG_000743986_NODE_13_length_130203_cov_20.572776
112,mobileOG_000731155|NA:Keyword|WP_001035905.1|integration/excision|NA|Plasmid RefSeq|Keyword Search,NODE_13_length_130203_cov_20.572776_86 # 99298 # 100470 # -1 # ID=13_86;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.339,91.3,723,390,1.10e-264,391,1,390,1,390,mobileOG_000731155,NA:Keyword,WP_001035905.1,integration/excision,NA,Plasmid RefSeq,Keyword Search,NODE_13_length_130203_cov_20.572776_86, 99298 # 100470 # -1 , 99298,100470,-1 ,13_86,13,86,00,ATG,AGGA/GGAG/GAGG,11-12bp,0.339,NODE_13_length_130203_cov_20.572776,mobileOG_000731155_NODE_13_length_130203_cov_20.572776
113,mobileOG_000745300|NA:Keyword|WP_060852568.1|integration/excision|NA|Plasmid RefSeq|Keyword Search,NODE_13_length_130203_cov_20.572776_86 # 99298 # 100470 # -1 # ID=13_86;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.339,93.0,721,397,5.83e-264,391,1,383,1,383,mobileOG_000745300,NA:Keyword,WP_060852568.1,integration/excision,NA,Plasmid RefSeq,Keyword Search,NODE_13_length_130203_cov_20.572776_86, 99298 # 100470 # -1 , 99298,100470,-1 ,13_86,13,86,00,ATG,AGGA/GGAG/GAGG,11-12bp,0.339,NODE_13_length_130203_cov_20.572776,mobileOG_000745300_NODE_13_length_130203_cov_20.572776
114,mobileOG_000743919|NA:Keyword|WP_063539078.1|integration/excision|NA|Multiple|Keyword Search,NODE_13_length_130203_cov_20.572776_86 # 99298 # 100470 # -1 # ID=13_86;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.339,90.5,716,390,8.66e-262,391,1,389,1,389,mobileOG_000743919,NA:Keyword,WP_063539078.1,integration/excision,NA,Multiple,Keyword Search,NODE_13_length_130203_cov_20.572776_86, 99298 # 100470 # -1 , 99298,100470,-1 ,13_86,13,86,00,ATG,AGGA/GGAG/GAGG,11-12bp,0.339,NODE_13_length_130203_cov_20.572776,mobileOG_000743919_NODE_13_length_130203_cov_20.572776
115,mobileOG_000751712|NA:Keyword|WP_127064348.1|integration/excision|NA|Plasmid RefSeq|Keyword Search,NODE_13_length_130203_cov_20.572776_86 # 99298 # 100470 # -1 # ID=13_86;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.339,90.7,716,390,8.66e-262,391,1,389,1,389,mobileOG_000751712,NA:Keyword,WP_127064348.1,integration/excision,NA,Plasmid RefSeq,Keyword Search,NODE_13_length_130203_cov_20.572776_86, 99298 # 100470 # -1 , 99298,100470,-1 ,13_86,13,86,00,ATG,AGGA/GGAG/GAGG,11-12bp,0.339,NODE_13_length_130203_cov_20.572776,mobileOG_000751712_NODE_13_length_130203_cov_20.572776
116,mobileOG_000744039|NA:Keyword|WP_065212456.1|integration/excision|NA|Multiple|Keyword Search,NODE_13_length_130203_cov_20.572776_86 # 99298 # 100470 # -1 # ID=13_86;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.339,90.0,715,390,1.75e-261,391,1,390,1,390,mobileOG_000744039,NA:Keyword,WP_065212456.1,integration/excision,NA,Multiple,Keyword Search,NODE_13_length_130203_cov_20.572776_86, 99298 # 100470 # -1 , 99298,100470,-1 ,13_86,13,86,00,ATG,AGGA/GGAG/GAGG,11-12bp,0.339,NODE_13_length_130203_cov_20.572776,mobileOG_000744039_NODE_13_length_130203_cov_20.572776
117,mobileOG_000731154|NA:Keyword|R8FBF1|integration/excision|NA|Plasmid RefSeq|Keyword Search,NODE_13_length_130203_cov_20.572776_87 # 100874 # 101875 # 1 # ID=13_87;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.302,90.7,598,333,4.46e-217,334,1,333,1,333,mobileOG_000731154,NA:Keyword,R8FBF1,integration/excision,NA,Plasmid RefSeq,Keyword Search,NODE_13_length_130203_cov_20.572776_87, 100874 # 101875 # 1 , 100874,101875,1 ,13_87,13,87,00,ATG,GGAG/GAGG,5-10bp,0.302,NODE_13_length_130203_cov_20.572776,mobileOG_000731154_NODE_13_length_130203_cov_20.572776
