,Sequence Title,Query Title,Pident,Bitscore,Subject Sequence Length,e-value,Query Sequence Length,Start of Alignment in Subject,End of Alignment in Query,Start of Alignment in Query,End of Alignment in Query,mobileOG ID,Gene Name,Best Hit Accession ID,Major mobileOG Category,Minor mobileOG Category,Source Database,Evidence Type,Contig/ORF Name,ORF_Start_Stop_Strands,ORF_Start,ORF_End,Sense or Antisense Strand,Prodigal ID,Prodigal Designated Contigs,Unique_ORF,Partial Tag,Start Codon,RBS Motif,RBS Spacer,GC Content,Specific Contig,Final Sample Name
81,mobileOG_000074102|NA|WP_000175814.1|integration/excision|NA|Multiple|Homology,NODE_4_length_546749_cov_26.814889_89 # 90058 # 90213 # -1 # ID=4_89;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.397,92.2,95.9,476,3.59e-24,52,253,303,1,51,mobileOG_000074102,NA,WP_000175814.1,integration/excision,NA,Multiple,Homology,NODE_4_length_546749_cov_26.814889_89, 90058 # 90213 # -1 , 90058,90213,-1 ,4_89,4,89,00,ATG,None,None,0.397,NODE_4_length_546749_cov_26.814889,mobileOG_000074102_NODE_4_length_546749_cov_26.814889
82,mobileOG_000001685|tnp|Q5LKB6|integration/excision|NA|ACLAME|Manual,NODE_4_length_546749_cov_26.814889_89 # 90058 # 90213 # -1 # ID=4_89;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.397,92.2,95.9,480,3.65e-24,52,257,307,1,51,mobileOG_000001685,tnp,Q5LKB6,integration/excision,NA,ACLAME,Manual,NODE_4_length_546749_cov_26.814889_89, 90058 # 90213 # -1 , 90058,90213,-1 ,4_89,4,89,00,ATG,None,None,0.397,NODE_4_length_546749_cov_26.814889,mobileOG_000001685_NODE_4_length_546749_cov_26.814889
83,mobileOG_000056309|NA|WP_001053939.1|integration/excision|NA|Multiple|Homology,NODE_4_length_546749_cov_26.814889_89 # 90058 # 90213 # -1 # ID=4_89;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.397,90.2,94.7,476,9.37e-24,52,253,303,1,51,mobileOG_000056309,NA,WP_001053939.1,integration/excision,NA,Multiple,Homology,NODE_4_length_546749_cov_26.814889_89, 90058 # 90213 # -1 , 90058,90213,-1 ,4_89,4,89,00,ATG,None,None,0.397,NODE_4_length_546749_cov_26.814889,mobileOG_000056309_NODE_4_length_546749_cov_26.814889
84,mobileOG_000001539|tnp|Q4V230|integration/excision|NA|ACLAME|Manual,NODE_4_length_546749_cov_26.814889_89 # 90058 # 90213 # -1 # ID=4_89;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.397,90.2,94.7,511,1.04e-23,52,288,338,1,51,mobileOG_000001539,tnp,Q4V230,integration/excision,NA,ACLAME,Manual,NODE_4_length_546749_cov_26.814889_89, 90058 # 90213 # -1 , 90058,90213,-1 ,4_89,4,89,00,ATG,None,None,0.397,NODE_4_length_546749_cov_26.814889,mobileOG_000001539_NODE_4_length_546749_cov_26.814889
85,mobileOG_000036339|NA|WP_001053945.1|integration/excision|NA|Multiple|Homology,NODE_4_length_546749_cov_26.814889_89 # 90058 # 90213 # -1 # ID=4_89;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.397,92.2,94.4,476,1.29e-23,52,253,303,1,51,mobileOG_000036339,NA,WP_001053945.1,integration/excision,NA,Multiple,Homology,NODE_4_length_546749_cov_26.814889_89, 90058 # 90213 # -1 , 90058,90213,-1 ,4_89,4,89,00,ATG,None,None,0.397,NODE_4_length_546749_cov_26.814889,mobileOG_000036339_NODE_4_length_546749_cov_26.814889
86,mobileOG_000760969|NA:Keyword|A0A5B7VHT8|integration/excision|NA|ACLAME|Keyword Search,NODE_4_length_546749_cov_26.814889_106 # 106400 # 107509 # -1 # ID=4_106;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.323,96.5,714,369,9.77e-262,370,1,369,1,369,mobileOG_000760969,NA:Keyword,A0A5B7VHT8,integration/excision,NA,ACLAME,Keyword Search,NODE_4_length_546749_cov_26.814889_106, 106400 # 107509 # -1 , 106400,107509,-1 ,4_106,4,106,00,GTG,AGGAG,5-10bp,0.323,NODE_4_length_546749_cov_26.814889,mobileOG_000760969_NODE_4_length_546749_cov_26.814889
87,"mobileOG_000262731|abrB|G9Q7C9|transfer|regulation,competence|GPD|Homology",NODE_4_length_546749_cov_26.814889_114 # 112060 # 112338 # 1 # ID=4_114;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.398,95.7,176,92,6.43e-58,93,1,92,1,92,mobileOG_000262731,abrB,G9Q7C9,transfer,"regulation,competence",GPD,Homology,NODE_4_length_546749_cov_26.814889_114, 112060 # 112338 # 1 , 112060,112338,1 ,4_114,4,114,00,ATG,AGGAG,5-10bp,0.398,NODE_4_length_546749_cov_26.814889,mobileOG_000262731_NODE_4_length_546749_cov_26.814889
88,"mobileOG_000354786|abrB|WP_157418289.1|transfer|regulation,competence|Plasmid RefSeq|Homology",NODE_4_length_546749_cov_26.814889_114 # 112060 # 112338 # 1 # ID=4_114;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.398,92.3,169,92,3.58e-55,93,1,91,1,91,mobileOG_000354786,abrB,WP_157418289.1,transfer,"regulation,competence",Plasmid RefSeq,Homology,NODE_4_length_546749_cov_26.814889_114, 112060 # 112338 # 1 , 112060,112338,1 ,4_114,4,114,00,ATG,AGGAG,5-10bp,0.398,NODE_4_length_546749_cov_26.814889,mobileOG_000354786_NODE_4_length_546749_cov_26.814889
89,mobileOG_000750801|NA:Keyword|WP_053564381.1|integration/excision|NA|Plasmid RefSeq|Keyword Search,NODE_4_length_546749_cov_26.814889_128 # 121120 # 121662 # 1 # ID=4_128;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.341,95.0,336,180,1.13e-118,181,1,180,1,180,mobileOG_000750801,NA:Keyword,WP_053564381.1,integration/excision,NA,Plasmid RefSeq,Keyword Search,NODE_4_length_546749_cov_26.814889_128, 121120 # 121662 # 1 , 121120,121662,1 ,4_128,4,128,00,ATG,GGAG/GAGG,5-10bp,0.341,NODE_4_length_546749_cov_26.814889,mobileOG_000750801_NODE_4_length_546749_cov_26.814889
90,mobileOG_000713286|NA:Keyword|G9Q7E2|integration/excision|NA|GPD|Keyword Search,NODE_4_length_546749_cov_26.814889_128 # 121120 # 121662 # 1 # ID=4_128;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.341,94.4,335,180,3.23e-118,181,1,180,1,180,mobileOG_000713286,NA:Keyword,G9Q7E2,integration/excision,NA,GPD,Keyword Search,NODE_4_length_546749_cov_26.814889_128, 121120 # 121662 # 1 , 121120,121662,1 ,4_128,4,128,00,ATG,GGAG/GAGG,5-10bp,0.341,NODE_4_length_546749_cov_26.814889,mobileOG_000713286_NODE_4_length_546749_cov_26.814889
91,mobileOG_000767392|NA:Keyword|A0A2A8VHK6|integration/excision|NA|pVOG|Keyword Search,NODE_4_length_546749_cov_26.814889_128 # 121120 # 121662 # 1 # ID=4_128;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.341,90.0,321,180,9.93e-113,181,1,180,1,180,mobileOG_000767392,NA:Keyword,A0A2A8VHK6,integration/excision,NA,pVOG,Keyword Search,NODE_4_length_546749_cov_26.814889_128, 121120 # 121662 # 1 , 121120,121662,1 ,4_128,4,128,00,ATG,GGAG/GAGG,5-10bp,0.341,NODE_4_length_546749_cov_26.814889,mobileOG_000767392_NODE_4_length_546749_cov_26.814889
92,mobileOG_000748765|NA:Keyword|WP_000615714.1|phage|NA|Multiple|Keyword Search,NODE_4_length_546749_cov_26.814889_136 # 126699 # 128357 # 1 # ID=4_136;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.346,99.3,1107,552,0.0,553,1,552,1,552,mobileOG_000748765,NA:Keyword,WP_000615714.1,phage,NA,Multiple,Keyword Search,NODE_4_length_546749_cov_26.814889_136, 126699 # 128357 # 1 , 126699,128357,1 ,4_136,4,136,00,ATG,None,None,0.346,NODE_4_length_546749_cov_26.814889,mobileOG_000748765_NODE_4_length_546749_cov_26.814889
93,mobileOG_000743651|NA:Keyword|A0A243DBI8|phage|NA|Plasmid RefSeq|Keyword Search,NODE_4_length_546749_cov_26.814889_136 # 126699 # 128357 # 1 # ID=4_136;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.346,93.3,1047,552,0.0,553,1,552,1,552,mobileOG_000743651,NA:Keyword,A0A243DBI8,phage,NA,Plasmid RefSeq,Keyword Search,NODE_4_length_546749_cov_26.814889_136, 126699 # 128357 # 1 , 126699,128357,1 ,4_136,4,136,00,ATG,None,None,0.346,NODE_4_length_546749_cov_26.814889,mobileOG_000743651_NODE_4_length_546749_cov_26.814889
94,mobileOG_000456993|NA:Keyword|A0A0G4CWZ2|phage|NA|GPD|Keyword Search,NODE_4_length_546749_cov_26.814889_137 # 128367 # 129530 # 1 # ID=4_137;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.331,97.9,748,387,1.54e-274,388,1,387,1,387,mobileOG_000456993,NA:Keyword,A0A0G4CWZ2,phage,NA,GPD,Keyword Search,NODE_4_length_546749_cov_26.814889_137, 128367 # 129530 # 1 , 128367,129530,1 ,4_137,4,137,00,GTG,None,None,0.331,NODE_4_length_546749_cov_26.814889,mobileOG_000456993_NODE_4_length_546749_cov_26.814889
95,mobileOG_000754562|NA:Keyword|WP_044129476.1|phage|NA|Multiple|Keyword Search,NODE_4_length_546749_cov_26.814889_137 # 128367 # 129530 # 1 # ID=4_137;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.331,98.6,717,368,5.81e-263,388,1,368,20,387,mobileOG_000754562,NA:Keyword,WP_044129476.1,phage,NA,Multiple,Keyword Search,NODE_4_length_546749_cov_26.814889_137, 128367 # 129530 # 1 , 128367,129530,1 ,4_137,4,137,00,GTG,None,None,0.331,NODE_4_length_546749_cov_26.814889,mobileOG_000754562_NODE_4_length_546749_cov_26.814889
96,mobileOG_000756728|NA:Keyword|WP_044157418.1|phage|NA|Plasmid RefSeq|Keyword Search,NODE_4_length_546749_cov_26.814889_137 # 128367 # 129530 # 1 # ID=4_137;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.331,98.4,714,368,1.37e-261,388,1,368,20,387,mobileOG_000756728,NA:Keyword,WP_044157418.1,phage,NA,Plasmid RefSeq,Keyword Search,NODE_4_length_546749_cov_26.814889_137, 128367 # 129530 # 1 , 128367,129530,1 ,4_137,4,137,00,GTG,None,None,0.331,NODE_4_length_546749_cov_26.814889,mobileOG_000756728_NODE_4_length_546749_cov_26.814889
97,mobileOG_000755340|NA:Keyword|WP_050428367.1|phage|NA|Multiple|Keyword Search,NODE_4_length_546749_cov_26.814889_137 # 128367 # 129530 # 1 # ID=4_137;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.331,97.6,710,368,6.49e-260,388,1,368,20,387,mobileOG_000755340,NA:Keyword,WP_050428367.1,phage,NA,Multiple,Keyword Search,NODE_4_length_546749_cov_26.814889_137, 128367 # 129530 # 1 , 128367,129530,1 ,4_137,4,137,00,GTG,None,None,0.331,NODE_4_length_546749_cov_26.814889,mobileOG_000755340_NODE_4_length_546749_cov_26.814889
98,mobileOG_000070930|clpP|WP_000216402.1|phage|replication/recombination/repair|Multiple|Homology,NODE_4_length_546749_cov_26.814889_138 # 129514 # 130290 # 1 # ID=4_138;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.368,98.1,494,258,9.63e-179,259,1,258,1,258,mobileOG_000070930,clpP,WP_000216402.1,phage,replication/recombination/repair,Multiple,Homology,NODE_4_length_546749_cov_26.814889_138, 129514 # 130290 # 1 , 129514,130290,1 ,4_138,4,138,00,ATG,GGA/GAG/AGG,5-10bp,0.368,NODE_4_length_546749_cov_26.814889,mobileOG_000070930_NODE_4_length_546749_cov_26.814889
99,mobileOG_000307198|clpP|WP_086402593.1|phage|replication/recombination/repair|Plasmid RefSeq|Homology,NODE_4_length_546749_cov_26.814889_138 # 129514 # 130290 # 1 # ID=4_138;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.368,97.7,493,258,3.92e-178,259,1,258,1,258,mobileOG_000307198,clpP,WP_086402593.1,phage,replication/recombination/repair,Plasmid RefSeq,Homology,NODE_4_length_546749_cov_26.814889_138, 129514 # 130290 # 1 , 129514,130290,1 ,4_138,4,138,00,ATG,GGA/GAG/AGG,5-10bp,0.368,NODE_4_length_546749_cov_26.814889,mobileOG_000307198_NODE_4_length_546749_cov_26.814889
100,mobileOG_000309586|clpP|WP_021727808.1|phage|replication/recombination/repair|Multiple|Homology,NODE_4_length_546749_cov_26.814889_138 # 129514 # 130290 # 1 # ID=4_138;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.368,97.7,491,258,1.60e-177,259,1,258,1,258,mobileOG_000309586,clpP,WP_021727808.1,phage,replication/recombination/repair,Multiple,Homology,NODE_4_length_546749_cov_26.814889_138, 129514 # 130290 # 1 , 129514,130290,1 ,4_138,4,138,00,ATG,GGA/GAG/AGG,5-10bp,0.368,NODE_4_length_546749_cov_26.814889,mobileOG_000309586_NODE_4_length_546749_cov_26.814889
101,mobileOG_000307069|clpP|A0A243DBR1|phage|replication/recombination/repair|Plasmid RefSeq|Homology,NODE_4_length_546749_cov_26.814889_138 # 129514 # 130290 # 1 # ID=4_138;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.368,90.5,424,262,8.57e-151,259,1,241,1,241,mobileOG_000307069,clpP,A0A243DBR1,phage,replication/recombination/repair,Plasmid RefSeq,Homology,NODE_4_length_546749_cov_26.814889_138, 129514 # 130290 # 1 , 129514,130290,1 ,4_138,4,138,00,ATG,GGA/GAG/AGG,5-10bp,0.368,NODE_4_length_546749_cov_26.814889,mobileOG_000307069_NODE_4_length_546749_cov_26.814889
102,mobileOG_000713290|NA:Keyword|G9Q7G1|phage|NA|GPD|Keyword Search,NODE_4_length_546749_cov_26.814889_144 # 132808 # 133395 # 1 # ID=4_144;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.359,95.9,376,195,4.89e-134,196,1,195,1,195,mobileOG_000713290,NA:Keyword,G9Q7G1,phage,NA,GPD,Keyword Search,NODE_4_length_546749_cov_26.814889_144, 132808 # 133395 # 1 , 132808,133395,1 ,4_144,4,144,00,ATG,GGAG/GAGG,5-10bp,0.359,NODE_4_length_546749_cov_26.814889,mobileOG_000713290_NODE_4_length_546749_cov_26.814889
103,mobileOG_000761255|NA:Keyword|Q637B9|phage|NA|ACLAME|Keyword Search,NODE_4_length_546749_cov_26.814889_148 # 135458 # 135715 # 1 # ID=4_148;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.391,92.9,156,85,2.35e-50,86,1,85,1,85,mobileOG_000761255,NA:Keyword,Q637B9,phage,NA,ACLAME,Keyword Search,NODE_4_length_546749_cov_26.814889_148, 135458 # 135715 # 1 , 135458,135715,1 ,4_148,4,148,00,ATG,None,None,0.391,NODE_4_length_546749_cov_26.814889,mobileOG_000761255_NODE_4_length_546749_cov_26.814889
104,mobileOG_000389472|ply511|A0A0A7AQV3|phage|lysis/lysogeny|pVOG|Homology,NODE_4_length_546749_cov_26.814889_155 # 144870 # 145934 # 1 # ID=4_155;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.376,96.6,702,354,1.13e-257,355,1,354,1,354,mobileOG_000389472,ply511,A0A0A7AQV3,phage,lysis/lysogeny,pVOG,Homology,NODE_4_length_546749_cov_26.814889_155, 144870 # 145934 # 1 , 144870,145934,1 ,4_155,4,155,00,ATG,AGGA/GGAG/GAGG,11-12bp,0.376,NODE_4_length_546749_cov_26.814889,mobileOG_000389472_NODE_4_length_546749_cov_26.814889
105,mobileOG_000039255|ply511|Q81EQ5|phage|lysis/lysogeny|ACLAME|Homology,NODE_4_length_546749_cov_26.814889_155 # 144870 # 145934 # 1 # ID=4_155;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.376,94.9,687,354,1.42e-251,355,1,354,1,354,mobileOG_000039255,ply511,Q81EQ5,phage,lysis/lysogeny,ACLAME,Homology,NODE_4_length_546749_cov_26.814889_155, 144870 # 145934 # 1 , 144870,145934,1 ,4_155,4,155,00,ATG,AGGA/GGAG/GAGG,11-12bp,0.376,NODE_4_length_546749_cov_26.814889,mobileOG_000039255_NODE_4_length_546749_cov_26.814889
106,mobileOG_000100350|ply511|A0A2A8K4Q3|phage|lysis/lysogeny|GPD|Homology,NODE_4_length_546749_cov_26.814889_155 # 144870 # 145934 # 1 # ID=4_155;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.376,93.2,680,354,7.86e-249,355,1,354,1,354,mobileOG_000100350,ply511,A0A2A8K4Q3,phage,lysis/lysogeny,GPD,Homology,NODE_4_length_546749_cov_26.814889_155, 144870 # 145934 # 1 , 144870,145934,1 ,4_155,4,155,00,ATG,AGGA/GGAG/GAGG,11-12bp,0.376,NODE_4_length_546749_cov_26.814889,mobileOG_000100350_NODE_4_length_546749_cov_26.814889
107,mobileOG_000278417|ply511|WP_123805350.1|phage|lysis/lysogeny|Plasmid RefSeq|Homology,NODE_4_length_546749_cov_26.814889_155 # 144870 # 145934 # 1 # ID=4_155;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.376,90.4,662,354,5.67e-242,355,1,354,1,354,mobileOG_000278417,ply511,WP_123805350.1,phage,lysis/lysogeny,Plasmid RefSeq,Homology,NODE_4_length_546749_cov_26.814889_155, 144870 # 145934 # 1 , 144870,145934,1 ,4_155,4,155,00,ATG,AGGA/GGAG/GAGG,11-12bp,0.376,NODE_4_length_546749_cov_26.814889,mobileOG_000278417_NODE_4_length_546749_cov_26.814889
108,mobileOG_000064208|ply511|WP_042631187.1|phage|lysis/lysogeny|Multiple|Homology,NODE_4_length_546749_cov_26.814889_155 # 144870 # 145934 # 1 # ID=4_155;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.376,90.1,659,354,9.40e-241,355,1,354,1,354,mobileOG_000064208,ply511,WP_042631187.1,phage,lysis/lysogeny,Multiple,Homology,NODE_4_length_546749_cov_26.814889_155, 144870 # 145934 # 1 , 144870,145934,1 ,4_155,4,155,00,ATG,AGGA/GGAG/GAGG,11-12bp,0.376,NODE_4_length_546749_cov_26.814889,mobileOG_000064208_NODE_4_length_546749_cov_26.814889
109,mobileOG_000293522|ply511|WP_000750677.1|phage|lysis/lysogeny|Plasmid RefSeq|Homology,NODE_4_length_546749_cov_26.814889_155 # 144870 # 145934 # 1 # ID=4_155;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.376,90.7,657,354,7.72e-240,355,1,354,1,354,mobileOG_000293522,ply511,WP_000750677.1,phage,lysis/lysogeny,Plasmid RefSeq,Homology,NODE_4_length_546749_cov_26.814889_155, 144870 # 145934 # 1 , 144870,145934,1 ,4_155,4,155,00,ATG,AGGA/GGAG/GAGG,11-12bp,0.376,NODE_4_length_546749_cov_26.814889,mobileOG_000293522_NODE_4_length_546749_cov_26.814889
110,mobileOG_000278511|ply511|WP_085313721.1|phage|lysis/lysogeny|Multiple|Homology,NODE_4_length_546749_cov_26.814889_155 # 144870 # 145934 # 1 # ID=4_155;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.376,90.1,656,354,1.56e-239,355,1,354,1,354,mobileOG_000278511,ply511,WP_085313721.1,phage,lysis/lysogeny,Multiple,Homology,NODE_4_length_546749_cov_26.814889_155, 144870 # 145934 # 1 , 144870,145934,1 ,4_155,4,155,00,ATG,AGGA/GGAG/GAGG,11-12bp,0.376,NODE_4_length_546749_cov_26.814889,mobileOG_000278511_NODE_4_length_546749_cov_26.814889
111,mobileOG_000285983|ply511|A0A0A7AQV3|phage|lysis/lysogeny|Plasmid RefSeq|Homology,NODE_4_length_546749_cov_26.814889_155 # 144870 # 145934 # 1 # ID=4_155;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.376,96.6,651,323,6.64e-238,355,1,323,32,354,mobileOG_000285983,ply511,A0A0A7AQV3,phage,lysis/lysogeny,Plasmid RefSeq,Homology,NODE_4_length_546749_cov_26.814889_155, 144870 # 145934 # 1 , 144870,145934,1 ,4_155,4,155,00,ATG,AGGA/GGAG/GAGG,11-12bp,0.376,NODE_4_length_546749_cov_26.814889,mobileOG_000285983_NODE_4_length_546749_cov_26.814889
112,mobileOG_000724416|NA:Keyword|Q815G4|integration/excision|NA|ISFinder|Keyword Search,NODE_6_length_315790_cov_52.439858_11 # 12704 # 13105 # 1 # ID=6_11;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.378,97.7,265,133,3.75e-92,134,1,133,1,133,mobileOG_000724416,NA:Keyword,Q815G4,integration/excision,NA,ISFinder,Keyword Search,NODE_6_length_315790_cov_52.439858_11, 12704 # 13105 # 1 , 12704,13105,1 ,6_11,6,11,00,ATG,None,None,0.378,NODE_6_length_315790_cov_52.439858,mobileOG_000724416_NODE_6_length_315790_cov_52.439858
113,mobileOG_000059961|tnpA|WP_033681089.1|integration/excision|NA|COMPASS|Homology,NODE_6_length_315790_cov_52.439858_11 # 12704 # 13105 # 1 # ID=6_11;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.378,94.7,261,133,1.26e-90,134,1,133,1,133,mobileOG_000059961,tnpA,WP_033681089.1,integration/excision,NA,COMPASS,Homology,NODE_6_length_315790_cov_52.439858_11, 12704 # 13105 # 1 , 12704,13105,1 ,6_11,6,11,00,ATG,None,None,0.378,NODE_6_length_315790_cov_52.439858,mobileOG_000059961_NODE_6_length_315790_cov_52.439858
114,mobileOG_000733667|NA:Keyword|WP_033681089.1|integration/excision|NA|Multiple|Keyword Search,NODE_6_length_315790_cov_52.439858_11 # 12704 # 13105 # 1 # ID=6_11;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.378,94.7,261,133,2.54e-90,134,1,133,1,133,mobileOG_000733667,NA:Keyword,WP_033681089.1,integration/excision,NA,Multiple,Keyword Search,NODE_6_length_315790_cov_52.439858_11, 12704 # 13105 # 1 , 12704,13105,1 ,6_11,6,11,00,ATG,None,None,0.378,NODE_6_length_315790_cov_52.439858,mobileOG_000733667_NODE_6_length_315790_cov_52.439858
115,mobileOG_000063364|tnpA|WP_015406646.1|integration/excision|NA|Multiple|Homology,NODE_6_length_315790_cov_52.439858_11 # 12704 # 13105 # 1 # ID=6_11;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.378,93.2,258,133,2.09e-89,134,1,133,1,133,mobileOG_000063364,tnpA,WP_015406646.1,integration/excision,NA,Multiple,Homology,NODE_6_length_315790_cov_52.439858_11, 12704 # 13105 # 1 , 12704,13105,1 ,6_11,6,11,00,ATG,None,None,0.378,NODE_6_length_315790_cov_52.439858,mobileOG_000063364_NODE_6_length_315790_cov_52.439858
116,mobileOG_000755764|NA:Keyword|WP_050844931.1|integration/excision|NA|Multiple|Keyword Search,NODE_6_length_315790_cov_52.439858_11 # 12704 # 13105 # 1 # ID=6_11;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.378,94.0,258,133,2.09e-89,134,1,133,1,133,mobileOG_000755764,NA:Keyword,WP_050844931.1,integration/excision,NA,Multiple,Keyword Search,NODE_6_length_315790_cov_52.439858_11, 12704 # 13105 # 1 , 12704,13105,1 ,6_11,6,11,00,ATG,None,None,0.378,NODE_6_length_315790_cov_52.439858,mobileOG_000755764_NODE_6_length_315790_cov_52.439858
117,mobileOG_000756727|NA:Keyword|WP_042514405.1|integration/excision|NA|Multiple|Keyword Search,NODE_6_length_315790_cov_52.439858_11 # 12704 # 13105 # 1 # ID=6_11;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.378,94.0,258,133,2.09e-89,134,1,133,1,133,mobileOG_000756727,NA:Keyword,WP_042514405.1,integration/excision,NA,Multiple,Keyword Search,NODE_6_length_315790_cov_52.439858_11, 12704 # 13105 # 1 , 12704,13105,1 ,6_11,6,11,00,ATG,None,None,0.378,NODE_6_length_315790_cov_52.439858,mobileOG_000756727_NODE_6_length_315790_cov_52.439858
118,mobileOG_000408889|NA:Keyword|WP_015406545.1|integration/excision|NA|Multiple|Keyword Search,NODE_6_length_315790_cov_52.439858_11 # 12704 # 13105 # 1 # ID=6_11;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.378,92.5,257,133,5.98e-89,134,1,133,1,133,mobileOG_000408889,NA:Keyword,WP_015406545.1,integration/excision,NA,Multiple,Keyword Search,NODE_6_length_315790_cov_52.439858_11, 12704 # 13105 # 1 , 12704,13105,1 ,6_11,6,11,00,ATG,None,None,0.378,NODE_6_length_315790_cov_52.439858,mobileOG_000408889_NODE_6_length_315790_cov_52.439858
119,mobileOG_000754818|NA:Keyword|WP_033703441.1|integration/excision|NA|Multiple|Keyword Search,NODE_6_length_315790_cov_52.439858_11 # 12704 # 13105 # 1 # ID=6_11;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.378,92.5,257,133,5.98e-89,134,1,133,1,133,mobileOG_000754818,NA:Keyword,WP_033703441.1,integration/excision,NA,Multiple,Keyword Search,NODE_6_length_315790_cov_52.439858_11, 12704 # 13105 # 1 , 12704,13105,1 ,6_11,6,11,00,ATG,None,None,0.378,NODE_6_length_315790_cov_52.439858,mobileOG_000754818_NODE_6_length_315790_cov_52.439858
120,mobileOG_000755703|NA:Keyword|WP_085313281.1|integration/excision|NA|Multiple|Keyword Search,NODE_6_length_315790_cov_52.439858_11 # 12704 # 13105 # 1 # ID=6_11;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.378,92.5,257,133,5.98e-89,134,1,133,1,133,mobileOG_000755703,NA:Keyword,WP_085313281.1,integration/excision,NA,Multiple,Keyword Search,NODE_6_length_315790_cov_52.439858_11, 12704 # 13105 # 1 , 12704,13105,1 ,6_11,6,11,00,ATG,None,None,0.378,NODE_6_length_315790_cov_52.439858,mobileOG_000755703_NODE_6_length_315790_cov_52.439858
121,mobileOG_000755809|NA:Keyword|WP_071680036.1|integration/excision|NA|Multiple|Keyword Search,NODE_6_length_315790_cov_52.439858_11 # 12704 # 13105 # 1 # ID=6_11;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.378,94.0,257,133,5.98e-89,134,1,133,1,133,mobileOG_000755809,NA:Keyword,WP_071680036.1,integration/excision,NA,Multiple,Keyword Search,NODE_6_length_315790_cov_52.439858_11, 12704 # 13105 # 1 , 12704,13105,1 ,6_11,6,11,00,ATG,None,None,0.378,NODE_6_length_315790_cov_52.439858,mobileOG_000755809_NODE_6_length_315790_cov_52.439858
